"","classification","relative_intensity","soft_colors","hard_colors"
"1","BH",0.153141585895092,0.279133722928842,0.164161257259993
"2","NS",0.0233370238402848,0.430017050416557,0.412700679883449
"3","NS",0.504566852383034,0.475585091014158,0.42298038953216
"4","NS",0.151962103593024,0.497404899447824,0.513233786604419
"5","BH",0.063415753964095,0.511808031799848,0.537184815738432
"6","NS",0.650933434738789,0.562300205502911,0.572527648661645
"7","NS",0.0832816441107118,0.418042878801754,0.457516029897181
"8","NS",0.555968119832921,0.628092311179015,0.631729799115672
"9","Pulsar",0.361590909424341,0.332577562207617,0.457064811355996
"10","NS",0.284111203502703,0.546951024611997,0.500948692369384
"11","NS",0.638848854058775,0.576010829681878,0.566662054803498
"12","BH",0.0769540549773437,0.441458173038656,0.565086251420308
"13","BH",0.0363253809559827,0.482858480800513,0.571470876562372
"14","Pulsar",0.131410081256147,0.359532828282828,0.739102481676739
"15","Pulsar",0.218634162652379,0.434372049102927,0.599973287030854
"16","NS",0.488737248016961,0.427412574700629,0.399036512365553
"17","NS",0.572818494394539,0.539479668880196,0.511879605004138
"18","BH",0.00372529641634465,0.320569018278058,0.325270528325907
"19","NS",0.224088078110629,0.561593534370268,0.573683283196555
"20","BH",0.22854019084294,0.602948402948403,0.768215720022949
"21","Pulsar",0.131351866260131,0.595243027888446,0.738919484284132
"22","NS",0.676949883173835,0.461903246339911,0.406115531201152
"23","NS",0.608926643582235,0.514857441523275,0.504437458498019
"24","BH",0.164504478090558,0.664580423855892,0.748461016850991
"25","Pulsar",0.0569266624781109,0.664499174858291,0.765189225834395
"26","NS",0.624715103552366,0.598448005330888,0.607724693391909
"27","BH",0.404665050515854,0.41374817993716,0.269271181583723
"28","NS",0.787174834778411,0.435067417063173,0.35980045107616
"29","NS",0.0210215868312005,0.336115635179153,0.407198691147064
"30","BH",0.212618832332416,0.632839838492598,0.787483770449234
"31","BH",0.0610211440496657,0.362441436751692,0.515394317085837
"32","Pulsar",0.644880743134066,0.531561396239073,0.593562746105119
"33","NS",0.505919192196974,0.460241725603211,0.387976092229975
"34","BH",0.851313967234125,0.311557900042326,0.0750215014087308
"35","Pulsar",0.410044834242718,0.643422453737013,0.718319465284409
"36","Pulsar",0.227293846617523,0.591272634205643,0.693488796123027
"37","BH",0.94775724211165,0.489343322776279,0.343502545153676
"38","NS",0.157507481593976,0.441399395138707,0.495038477116241
"39","NS",0.525004994361394,0.50357021824681,0.476330912158266
"40","NS",0.395247212795425,0.555714120415011,0.472396103697823
"41","BH",0.25746775586136,0.484493371212121,0.274529401965684
"42","BH",0.0536012044958717,0.71075787462245,0.658965786652616
"43","NS",0.328308718937677,0.620374452576198,0.462896350972035
"44","NS",0.727947377589946,0.566554781610846,0.564088703553548
"45","NS",0.594492780427937,0.503237126145914,0.454489168971307
"46","BH",0.221806936913958,0.750245609726145,0.810377380480642
"47","NS",0.615558218096401,0.5537923393873,0.547841838240674
"48","NS",0.732026442947354,0.563632366578755,0.551177361233947
"49","Pulsar",0.177194581352145,0.635189365437672,0.733564891465932
"50","Pulsar",0.113428890236351,0.76828231292517,0.907454576328749
"51","NS",0.0273850888018706,0.285604571147702,0.288968385005809
"52","NS",0.777764331301419,0.480002728140772,0.400386938467346
"53","NS",0.195906472900099,0.440628555176337,0.377265890920605
"54","BH",0.344601979684277,0.606212315000914,0.580319356095028
"55","BH",0.0523900224481942,0.40251572327044,0.463230887766458
"56","NS",0.030341815171808,0.468396391801868,0.476242816317558
"57","Pulsar",0.304475582471025,0.41766168140511,0.598753299264334
"58","BH",0.37055815488855,0.463580557982565,0.455455200849582
"59","BH",0.190517813860556,0.572120413177618,0.329660154166869
"60","NS",0.0972348660218192,0.435907182049474,0.339831320201038
"61","NS",0.56251707127228,0.546322501165346,0.543548263275803
"62","Pulsar",0.521578337293358,0.38956355815721,0.827796201936894
"63","BH",0.355879807155832,0.453803372802296,0.315535071942446
"64","NS",0.150577835917037,0.646084657392078,0.624329187365903
"65","NS",0.540659002766158,0.554019901104939,0.544329768303645
"66","NS",0.667168437942163,0.539053096588335,0.44361813907197
"67","NS",0.668011444082783,0.572396123030126,0.566383261135264
"68","NS",0.798641004731492,0.461456495624683,0.404424557405297
"69","NS",0.653482818339251,0.440261913635733,0.402486972259494
"70","NS",0.722662725017993,0.582551885553921,0.594009034884142
"71","Pulsar",0.408295701883755,0.410102525631408,0.643520967132603
"72","NS",0.703844643521702,0.544239279680907,0.47876257229022
"73","NS",0.133372800819616,0.55450522928399,0.480380350635742
"74","NS",0.369683733486947,0.422925147203446,0.361693631669535
"75","NS",0.567301104294866,0.562289641050371,0.551987918245567
"76","NS",0.385764779952476,0.460905123912506,0.494050072120338
"77","NS",0.407234411225224,0.464737910668143,0.399538273598774
"78","NS",0.0449089520685,0.442873969375736,0.408237898181118
"79","NS",0.449237683751433,0.260511211831144,0.329521333142791
"80","Pulsar",0.514407033161611,0.56188168786594,0.687448559670782
"81","NS",0.06435657899257,0.460465395346047,0.421482375016754
"82","NS",0.0589448014067642,0.459916081248609,0.447211738677772
"83","Pulsar",0.472327543717175,0.488712693026799,0.76298852419549
"84","NS",0.557865626059595,0.578672149930131,0.602793354903461
"85","NS",0.150502434271593,0.464256060730481,0.320318559075808
"86","NS",0.189282621541642,0.44962363950768,0.413452939104041
"87","NS",0.710843871860762,0.598350730291036,0.528644089784634
"88","NS",0.0157897042026299,0.421192443919717,0.502915082382763
"89","NS",0.634686026479364,0.565054463418877,0.565685122168878
"90","Pulsar",0.230844593727502,0.686704431856048,0.776366490652205
"91","Pulsar",0.329425132273969,0.460151924810094,0.524643596066094
"92","NS",0.126168369294779,0.532428985956245,0.511535905216009
"93","Pulsar",0.189745781302337,0.527098919368246,0.706858350079868
"94","Pulsar",0.320700970861361,0.448255813953488,0.463634470654728
"95","NS",0.340459023854638,0.468017362003484,0.430229535271359
"96","NS",0.267853289801948,0.439425987381934,0.421438922031729
"97","BH",0.0937215016643646,0.354194588862542,0.319018166711317
"98","NS",0.45001441042574,0.471301116257463,0.566635308874255
"99","NS",0.58780881378378,0.517447968710747,0.484557834509988
"100","BH",0.23224170464894,0.609595823206409,0.802540520852304
"101","NS",0.287620804327183,0.495687804179788,0.489707240236815
"102","BH",0.12240584333221,0.478816295453888,0.288215124811614
"103","NS",0.653629539138972,0.605797993191236,0.566952484616922
"104","NS",0.296024173509628,0.500803294305645,0.525638434933543
"105","Pulsar",0.49742728403431,0.590844898953007,0.701076225206795
"106","BH",0.0548206962109083,0.350061438124719,0.254941929367149
"107","NS",0.111162809557606,0.373300323747858,0.412755630108141
"108","Pulsar",0.2611467753235,0.507827872358628,0.580547555685174
"109","Pulsar",0.34115498837889,0.519672479795832,0.432537688442211
"110","BH",0.23131003961378,0.557621567629347,0.589347645836862
"111","BH",0.363701307201008,0.532210678702206,0.26040492098487
"112","Pulsar",0.19786964189782,0.519462105741879,0.689894287374909
"113","BH",0.116571538909309,0.361414143258384,0.346723406374812
"114","NS",0.524096939778434,0.501334452837294,0.436719948543424
