"","classification","relative_intensity","soft_colors","hard_colors"
"1","NS",0.611493129271711,0.460916612226441,0.372977356290367
"2","NS",0.0375740569682792,0.372821300563236,0.505989207327402
"3","NS",0.0476003606489005,0.497911663360134,0.643385556688607
"4","Pulsar",0.551175090140815,0.778199093444909,0.910622080157364
"5","BH",0.214802661484173,0.545662399697089,0.414781466891765
"6","NS",0.0647371993788018,0.446673772650323,0.407757868599423
"7","Pulsar",0.015687539963269,0.775879425892369,0.791339742388132
"8","Pulsar",0.334678689083509,0.32762134932883,0.456561900615417
"9","BH",0.425015612042931,0.446539501571293,0.282588101553619
"10","NS",0.314431250008245,0.467122794040947,0.403050953688605
"11","NS",0.362432176842689,0.399120736854881,0.405208778299872
"12","BH",0.0277410681985647,0.503948540326571,0.610098474909381
"13","NS",0.742929257241076,0.59893102742431,0.547155841983413
"14","BH",0.43373467753468,0.463650512409005,0.483245979729381
"15","NS",0.810310070182419,0.512189517463108,0.42406814538643
"16","NS",0.427768915367222,0.454306659090697,0.445174732455725
"17","Pulsar",0.197280363443891,0.637438718972703,0.773324950275976
"18","NS",0.640542725724942,0.608535937172571,0.522015775783917
"19","Pulsar",0.229691099643789,0.501018090688386,0.791005855050596
"20","NS",0.243788941856226,0.41207308611518,0.376413107917493
"21","Pulsar",0.318311861002734,0.457193654266958,0.63607188703466
"22","NS",0.581603364506738,0.562517441840917,0.520243980454279
"23","Pulsar",0.365291867464572,0.519487513818419,0.537462482946794
"24","NS",0.476252030851323,0.708724273170054,0.619729690949505
"25","Pulsar",0.206225679492488,0.66597976770326,0.857114236486757
"26","BH",0.40244638027418,0.355390043120345,0.26902560455192
"27","Pulsar",0.297457089077809,0.587938664196769,0.713406341707823
"28","BH",0.0378559053178699,0.417693212268425,0.393173554051068
"29","NS",0.657618150014505,0.603208122710815,0.601106572613664
"30","NS",0.350964973273242,0.499986280144808,0.438043986657004
"31","NS",0.640666006451384,0.507784005907876,0.454161108409298
"32","BH",0.0870952892058402,0.345530616940509,0.062228335571058
"33","Pulsar",0.267373311061211,0.592884494166177,0.768342151783067
"34","NS",0.301746299021031,0.543551108926749,0.510242689982999
"35","NS",0.664227392084033,0.583552065220114,0.493787157668702
"36","Pulsar",0.0885171283393587,0.432696012329031,0.725509157850585
"37","Pulsar",0.412694767213849,0.41609231411863,0.516159736944577
"38","NS",0.611999415899773,0.586488857021745,0.580729785833166
"39","NS",0.381814435148959,0.503052856453725,0.473850105066542
"40","NS",0.0563485516136667,0.415509467989179,0.206868423199282
"41","NS",0.594201415956695,0.514203840805742,0.49127732129774
"42","NS",0.627525894271112,0.456267001140385,0.367850750600642
"43","BH",0.229647412221591,0.65904879555281,0.815525637353194
"44","NS",0.369035096025703,0.502355466731048,0.440942684588993
"45","Pulsar",0.506765707547689,0.595328625746877,0.72251536408219
"46","NS",0.0499527220632343,0.423558439184867,0.489644012944984
"47","NS",0.556179752933344,0.573299424340196,0.495741310318579
"48","NS",0.63511527877159,0.503589721635231,0.461172106498932
"49","NS",0.310627495134946,0.491552650282172,0.48404097177397
"50","NS",0.268751497918094,0.370376092143433,0.344039486390787
"51","Pulsar",0.132449158278193,0.503005657708628,0.542294227794513
"52","NS",0.259288357979413,0.441134995147531,0.324147322007522
"53","NS",0.706772019700295,0.49251887394561,0.465533387959579
"54","BH",0.51060848774019,0.287636413669247,0.136285812121904
"55","NS",0.709087343165139,0.496058515297263,0.432239188393754
"56","NS",0.550926711310668,0.424303430504107,0.396632485124699
"57","BH",0.0777391989880691,0.378227208737367,0.0827448513397389
"58","BH",0.475264640021248,0.329715068463247,0.186623973934034
"59","NS",0.514033901861731,0.495667110242767,0.451670544354754
"60","Pulsar",0.119118673984508,0.532693245706364,0.629195058106966
"61","NS",0.819504854418515,0.570896586418743,0.582279971019291
"62","NS",0.54948740068658,0.481659050767261,0.472589414155404
"63","NS",0.509991126423413,0.374098162220322,0.357120303125987
"64","BH",0.0389737345638629,0.444780667504159,0.521564224561968
"65","Pulsar",0.434828548082052,0.477690950340308,0.554868093151156
"66","NS",0.591566595299915,0.548233311882241,0.438944453503598
"67","Pulsar",0.403914650885424,0.53035838150289,0.66611874547965
"68","NS",0.0949878663227342,0.268329991831885,0.281497469702052
"69","BH",0.210929713586883,0.448197608448983,0.698435413089105
"70","NS",0.586672048981161,0.543012336586264,0.448564699608958
"71","BH",0.326347439926371,0.610458200504354,0.702831215970962
"72","NS",0.385540713115841,0.569640834277337,0.489930341657584
"73","NS",0.0245647047139708,0.452668943608406,0.517112517599379
"74","NS",0.0308733444170961,0.589633302583026,0.568783549626183
"75","Pulsar",0.376520986114464,0.189725766520663,0.30102470378052
"76","NS",0.24292255721762,0.364533997832676,0.256122140157247
"77","NS",0.0385336973373935,0.473309230114845,0.427993994687608
"78","Pulsar",0.44046489479984,0.469709561718135,0.459616670381101
"79","NS",0.74631875474156,0.484220714193805,0.452275994819453
"80","NS",0.0146513355562893,0.580146533238027,0.683019377034251
"81","Pulsar",0.422665500353086,0.548187740103558,0.770775662391955
"82","NS",0.693124924296633,0.462217487253634,0.38704529290336
"83","NS",0.188757644305792,0.454254515388673,0.29387081304412
"84","NS",0.31655495578138,0.389148248966869,0.36912484462399
"85","NS",0.0978098351716841,0.660041803308227,0.784698250038514
"86","BH",0.265757376599774,0.65608501421416,0.780896938335489
"87","NS",0.186517721283326,0.46589472020234,0.392174499662694
"88","Pulsar",0.284433559334445,0.668650335105154,0.680029012190699
"89","BH",0.479254103978672,0.482495860259961,0.302350849466614
"90","NS",0.45543368660198,0.466159892526055,0.410241519174041
"91","NS",0.782821420600474,0.526246584014543,0.509884445959646
"92","Pulsar",0.296441742964859,0.587890315422412,0.728061918209392
