"","classification","relative_intensity","soft_colors","hard_colors"
"1","Pulsar",0.425953562944235,0.398683620044877,0.37723864410981
"2","NS",0.162202002833869,0.385540905397258,0.322631913541004
"3","BH",0.360352804253634,0.705458156705314,0.503013831651746
"4","NS",0.708996228609393,0.54303950534176,0.527040714290322
"5","NS",0.0250479236016003,0.506084840055633,0.265226949437476
"6","NS",0.182560497231241,0.540314879091798,0.518140683011942
"7","BH",0.553424805444232,0.596653534593422,0.561068426503529
"8","BH",0.495092089904257,0.361624702133157,0.0976136847872405
"9","NS",0.65040894198965,0.462182267377002,0.340123654621692
"10","Pulsar",0.0750745183163256,0.551318370015254,0.721982176613557
"11","NS",0.566865933032998,0.483269573071916,0.409677223545837
"12","NS",0.642287999816618,0.584382645635842,0.557612855145156
"13","NS",0.374078318550399,0.419803072287536,0.398340075324313
"14","NS",0.554676263632426,0.520279830215375,0.425058878944889
"15","NS",0.0237161288411595,0.385548443094282,0.447413868805433
"16","Pulsar",0.210873680750597,0.670613398518066,0.782617463198225
"17","BH",0.204194168104389,0.441397611676249,0.244165170556553
"18","NS",0.243903825502058,0.389863430894114,0.353545362730339
"19","Pulsar",0.638190355597181,0.582854381106641,0.636039342169746
"20","BH",0.554398760655965,0.309420565487511,0.0884427745374516
"21","BH",0.0458383874498001,0.407604781794613,0.628991520837092
"22","BH",0.340017590025705,0.45066830812522,0.238913255360624
"23","Pulsar",0.370379014588197,0.555792110206637,0.627004574372995
"24","BH",0.268738173726765,0.559602576700513,0.597351345955479
"25","Pulsar",0.0437418410005396,0.605175466572821,0.711200135144919
"26","NS",0.0746560195911361,0.566965362743409,0.534620570107858
"27","Pulsar",0.535482348241147,0.76974089204768,0.915502936706781
"28","Pulsar",0.376137625333631,0.547507286393619,0.6570877217456
"29","NS",0.735684695027852,0.418367796834355,0.371460335106805
"30","BH",0.0602287871772451,0.573996655518395,0.291063183859338
"31","NS",0.156110908887166,0.669583718036209,0.749835688153211
"32","Pulsar",0.385562703159786,0.513386188670573,0.544166188289323
"33","NS",0.123831140531937,0.508647526807333,0.720621496705674
"34","Pulsar",0.381387063171777,0.439107492311993,0.789887419819348
"35","Pulsar",0.360612940574325,0.375618604026244,0.51941605336183
"36","BH",0.0150664547424106,0.428801936264623,0.596696097977784
"37","BH",0.344601979684277,0.606212315000914,0.580319356095028
"38","BH",1.00362549998556,0.413671108696065,0.289682497549098
"39","Pulsar",0.153619179240894,0.572380185101491,0.642891720476866
"40","NS",0.29036744845069,0.536149912358373,0.525158163454068
"41","Pulsar",0.410234919859762,0.587601740969336,0.556850310476945
"42","Pulsar",0.0207000502058938,0.78354556803995,0.837926263834879
"43","NS",0.633439387453736,0.522295380299528,0.540336290492682
"44","BH",0.427855453659198,0.634805590353528,0.514937430233241
"45","Pulsar",0.201490758850791,0.574630582766063,0.740491263611041
"46","NS",0.657732628733449,0.448405728568533,0.40824017538456
"47","Pulsar",0.468810736960108,0.551838371510145,0.593061684906295
"48","BH",0.390632306976224,0.384275443572324,0.166387605206171
"49","BH",0.125122022422473,0.274308119745499,0.157884893451912
"50","NS",0.61778299938253,0.488835415265933,0.412219486887347
"51","BH",0.689992884688309,0.635351790091212,0.662331863593235
"52","BH",0.623317654538897,0.574945984729956,0.533382406804855
"53","BH",0.585778094998405,0.284194320082519,0.0442158605797497
"54","Pulsar",0.167033473628972,0.519343403205919,0.608400828781315
"55","BH",0.615491357093982,0.308759386663069,0.0677966101694915
"56","BH",0.885928710504128,0.299827305301602,0.0698928831928338
"57","BH",0.526031145589436,0.274848308729513,0.0422919894957511
"58","NS",0.402251580663523,0.487228815130725,0.401660626386109
"59","BH",0.328164478338228,0.703890104030258,0.665728197233069
"60","NS",0.413401152452757,0.459534054067084,0.446908494394218
